concept_key	canonical_path	sha_or_pr	owner_agent	subsystem	edit_not_recreate	last_verified	supersedes	notes	research_refs	doc_refs
sangha_program_spec	docs/specs/SANGHA_KARMA_YOGA_PROGRAM_SPEC.md	-	Pearl_Architect	sangha_program	YES	2026-06-12	docs/specs/SANGHA_KARMA_YOGA_LEVEL_PROGRESSION_SPEC.md	Sangha Karma Yoga program spec (7 work pillars; ratified SANGHA-KARMA-YOGA-V1-01). Paired with the level-progression spec. Canonical singleton; amend in place.	UNKNOWN-BACKFILL	docs/specs/SANGHA_KARMA_YOGA_PROGRAM_SPEC.md;docs/specs/SANGHA_KARMA_YOGA_LEVEL_PROGRESSION_SPEC.md;docs/PEARL_ARCHITECT_STATE.md SANGHA-KARMA-YOGA-V1-01;old_chat_specs/USLF_3_LA.txt
podcast_pipeline_spec	docs/PODCAST_PIPELINE_INTEGRATION_SPEC.md	-	Pearl_Prime	podcast_pipeline	YES	2026-06-12	-	Podcast pipeline integration spec (podcast_pipeline authority; status proposed). Canonical singleton; amend in place.	UNKNOWN-BACKFILL	docs/PODCAST_PIPELINE_INTEGRATION_SPEC.md;pearl_news/research/podcast/
recommender_scoring_weights	config/recommender/scoring_weights.yaml	-	Pearl_PM	recommendations	YES	2026-06-12	-	Recommender scoring weights (recommendations subsystem authority config; status backlog). Paired with hard_gates.yaml. Canonical singleton; edit in place.	UNKNOWN-BACKFILL	config/recommender/;docs/DOCS_INDEX.md
recommender_hard_gates	config/recommender/hard_gates.yaml	-	Pearl_PM	recommendations	YES	2026-06-12	-	Recommender hard gates (recommendations subsystem authority config). Canonical singleton; edit in place.	UNKNOWN-BACKFILL	config/recommender/;docs/DOCS_INDEX.md
pr_governance_review	scripts/ci/pr_governance_review.py	-	Pearl_DevOps	pearl_devops	YES	2026-06-12	-	PR governance review (the six checks; check_reinvention is the planned 7th per CANONICAL_ARTIFACTS_REGISTRY_SPEC §4). The reinvention guard EXTENDS this — adds one check, never forks the script. Edit in place.	UNKNOWN-BACKFILL	docs/GITHUB_OPERATIONS_FRAMEWORK.md;docs/GITHUB_GOVERNANCE.md;docs/BRANCH_PROTECTION_REQUIREMENTS.md;CLAUDE.md
audit_llm_callers	scripts/ci/audit_llm_callers.py	-	Pearl_DevOps	pearl_devops	YES	2026-06-12	-	Paid-LLM-API caller audit (run before pushing). Pairs with .github/workflows/llm-policy-enforcement.yml. Canonical singleton; edit in place.	UNKNOWN-BACKFILL	docs/GITHUB_OPERATIONS_FRAMEWORK.md;docs/GITHUB_GOVERNANCE.md;docs/BRANCH_PROTECTION_REQUIREMENTS.md;CLAUDE.md
push_guard	scripts/git/push_guard.py	-	Pearl_DevOps	pearl_devops	YES	2026-06-12	-	Push-guard preflight (mandatory before any push). Canonical singleton; edit in place.	UNKNOWN-BACKFILL	docs/GITHUB_OPERATIONS_FRAMEWORK.md;docs/GITHUB_GOVERNANCE.md;docs/BRANCH_PROTECTION_REQUIREMENTS.md;CLAUDE.md
production_readiness_gates	scripts/run_production_readiness_gates.py	-	Pearl_DevOps	pearl_devops	YES	2026-06-12	-	Production readiness gate runner (the sidebar parity gate is #19). Canonical singleton; add gates in place, do not fork the runner.	UNKNOWN-BACKFILL	docs/GITHUB_OPERATIONS_FRAMEWORK.md;docs/GITHUB_GOVERNANCE.md;docs/BRANCH_PROTECTION_REQUIREMENTS.md;CLAUDE.md
reinvention_allowlist	config/governance/reinvention_allowlist.yaml	PR#1524 e9daef5db	Pearl_Architect	pearl_devops	YES	2026-06-12	-	Standing reviewed-exception channel for paths that legitimately mirror a canonical (e.g. brand-wizard-app/public/teacher_pics/ mirror of teacher_pics/). Ships schema-only/empty (PR#1524); add entries under review. Edit in place.	UNKNOWN-BACKFILL	docs/GITHUB_OPERATIONS_FRAMEWORK.md;docs/GITHUB_GOVERNANCE.md;docs/BRANCH_PROTECTION_REQUIREMENTS.md;CLAUDE.md
router_agent_brief	docs/agent_brief.txt	PR#1524 e9daef5db	Pearl_Architect	pearl_devops	YES	2026-06-12	-	Router brief — Layer 1 of the anti-reinvention system; principle 9 'Reuse before authoring' cites this registry 'when present' (PR#1524). Canonical singleton; amend in place, do not fork a parallel brief.	UNKNOWN-BACKFILL	docs/GITHUB_OPERATIONS_FRAMEWORK.md;docs/GITHUB_GOVERNANCE.md;docs/BRANCH_PROTECTION_REQUIREMENTS.md;CLAUDE.md
github_governance	docs/GITHUB_GOVERNANCE.md	-	Pearl_DevOps	pearl_devops	YES	2026-06-12	-	GitHub governance authority doc (pearl_devops). Canonical singleton; amend in place.	UNKNOWN-BACKFILL	docs/GITHUB_GOVERNANCE.md;docs/GITHUB_OPERATIONS_FRAMEWORK.md;docs/BRANCH_PROTECTION_REQUIREMENTS.md;CLAUDE.md
branch_protection_requirements	docs/BRANCH_PROTECTION_REQUIREMENTS.md	-	Pearl_DevOps	pearl_devops	YES	2026-06-12	-	Branch-protection requirements authority doc. Canonical singleton; amend in place.	UNKNOWN-BACKFILL	docs/BRANCH_PROTECTION_REQUIREMENTS.md;docs/GITHUB_OPERATIONS_FRAMEWORK.md;docs/GITHUB_GOVERNANCE.md;CLAUDE.md
brand_admin_dashboard	brand_admin.html	-	Pearl_Brand	dashboard	YES	2026-06-12	brand-wizard-app/public/brand_admin.html	Brand admin dashboard (root copy). The web-served mirror brand-wizard-app/public/brand_admin.html deploys via brand-admin-onboarding-pages.yml to brand-admin-onboarding.pages.dev. Treat the pair as one logical asset; edit in place, deploy is CI-only.	UNKNOWN-BACKFILL	docs/PEARL_ARCHITECT_STATE.md DASH-02;BRAND_ADMIN_CANONICAL_PACKAGE.md
brand_admin_canonical_package	BRAND_ADMIN_CANONICAL_PACKAGE.md	-	Pearl_Prez	brand_admin	YES	2026-06-12	-	Brand-admin canonical package doc (brand_admin + dashboard authority). Canonical singleton; amend in place.	UNKNOWN-BACKFILL	BRAND_ADMIN_CANONICAL_PACKAGE.md;docs/OLD_CHAT_AND_HOME_PROMOTION_SPEC.md
pearl_prime_build_program	docs/specs/PEARL_PRIME_1000_BOOK_BUILD_PROGRAM_V1_SPEC.md	2026-06-14	Pearl_Architect	pearl_prime	YES	2026-06-14	-	Pearl Prime 100->1000 bestseller build program (focus->repair->deepen->validate->scale). Operating system + deliverables at docs/specs/PEARL_PRIME_100_TO_1000_BESTSELLER_BUILD_PROGRAM.md; Wave-1 exec at PEARL_PRIME_WAVE_1_EXECUTION_SPEC.md. Routes into overlay_spec/#1527/#1536/live gates/ei_v2; do not fork a parallel program.	UNKNOWN-BACKFILL	docs/specs/PEARL_PRIME_1000_BOOK_BUILD_PROGRAM_V1_SPEC.md;docs/PEARL_PRIME_WHOLE_WORKFLOW_HARDENING_SPEC.md;docs/PEARL_PRIME_BESTSELLER_WRITING_OVERLAY_SPEC.md
manga_recovery_audit	docs/MANGA_RECOVERY_AUDIT.md	agent/manga-gold-master-recovery-20260623	Pearl_GitHub	manga_pipeline	YES	2026-06-23	-	Scorched-earth manga branch/worktree audit; maps TITLED vs PRODUCED drift. Paired with MANGA_GOLD_MASTER_MANIFEST.tsv.	docs/MANGA_RECOVERY_AUDIT.md	docs/MANGA_RECOVERY_AUDIT.md;specs/AI_MANGA_PIPELINE_SUMMARY.md;docs/MANGA_IMPLEMENTATION_OUTLINE.md
manga_gold_master_manifest	artifacts/coordination/MANGA_GOLD_MASTER_MANIFEST.tsv	agent/manga-gold-master-recovery-20260623	Pearl_GitHub	manga_pipeline	YES	2026-06-23	-	Machine-readable salvage map: branch + SHA + production_stage per artifact. Update on each recovery pass; do not fork parallel manifests.	UNKNOWN-BACKFILL	specs/AI_MANGA_PIPELINE_SUMMARY.md;docs/MANGA_IMPLEMENTATION_OUTLINE.md
manga_wave1_pilot_scripts	artifacts/manga/pilots/wave1/	7628bd76d56d	Pearl_Dev	manga_pipeline	YES	2026-06-23	-	8 genre×mode ep_001 gold-reference chapter scripts salvaged from agent/manga-story-wave1-20260620.	UNKNOWN-BACKFILL	specs/AI_MANGA_PIPELINE_SUMMARY.md;docs/MANGA_IMPLEMENTATION_OUTLINE.md
manga_distribution_pipeline	scripts/manga/run_manga_pipeline.py	a94b4810a7	Pearl_Dev	manga_pipeline	YES	2026-06-23	-	Profile-driven EPUB3/PDF/CBZ/webtoon distribution (salvaged from agent/manga-distribution-v1). Siblings: build_epub3.py, build_cbz.py, build_print_pdf.py, reformat_webtoon.py, phoenix_v4/manga/distribution/.	UNKNOWN-BACKFILL	specs/AI_MANGA_PIPELINE_SUMMARY.md;docs/MANGA_IMPLEMENTATION_OUTLINE.md
robust_agent_protocol	docs/ROBUST_AGENT_PROTOCOL.md	2026-06-23	Pearl_Architect	pearl_devops	YES	2026-06-23	-	Queue-first Pearl Star execution protocol. Mandatory preflight via check_rap_compliance.py; pairs with PEARL_STAR_JOB_QUEUE_V1_SPEC.md.	UNKNOWN-BACKFILL	docs/ROBUST_AGENT_PROTOCOL.md;docs/GITHUB_OPERATIONS_FRAMEWORK.md;docs/GITHUB_GOVERNANCE.md;docs/BRANCH_PROTECTION_REQUIREMENTS.md;CLAUDE.md
rap_compliance_gate	scripts/ci/check_rap_compliance.py	agent/manga-gold-master-recovery-20260623	Pearl_DevOps	pearl_devops	YES	2026-06-23	-	RAP preflight warnings: pscli status, direct GPU process patterns, --via-queue regression on queue_panel_renders.py. Wired into CLAUDE.md Mandatory Preflight.	UNKNOWN-BACKFILL	docs/GITHUB_OPERATIONS_FRAMEWORK.md;docs/GITHUB_GOVERNANCE.md;docs/BRANCH_PROTECTION_REQUIREMENTS.md;CLAUDE.md
plan_scale_qa_suite	scripts/qa/plan_scale_qa_suite.py	agent/plan-scale-qa-pilot-20260630	Pearl_Dev	qa	YES	2026-06-30	-	Plan-scale QA pilot orchestrator. CONSUMES (never forks) run_duration_topic_matrix_qa.py + register_gate + ei_v2 + book_renderer.delivery_contract_gate. NEW logic only: plan<->assembled equivalence checker, leakage scanner wrapper, plan-level structural cohesion. Gates the 1000-plan sweep; pilot found STRUCTURAL proxy BROKEN (assembled chapter count = runtime word-ceiling beatmap, not plan/arc/format count).	UNKNOWN-BACKFILL	UNKNOWN-BACKFILL
plan_scale_qa_sweep	scripts/qa/plan_scale_qa_sweep.py	agent/plan-scale-qa-pilot-20260630	Pearl_Dev	qa	YES	2026-06-30	-	1000-plan count-invariant plan-only sweep. EXTENDS (imports) plan_scale_qa_suite.py. Drops structural/chapter-count proxy per GUARDRAIL A (compact_chapter_subset intended-by-design). Adds plan-level repetition DETECTOR (measure-only; fix owned by Atom Cohesion Chunked Plan A-F). 1281/1281 PLANNABLE + count-invariant PASS; engine-keyed thesis reuse across 128 cells flagged.	UNKNOWN-BACKFILL	UNKNOWN-BACKFILL
book_cover_unified_research	docs/authoring/BOOK_COVER_UNIFIED_RESEARCH_2026-07-01.md	agent/cover-system-research-20260701	Pearl_Research	publishing	YES	2026-07-01	-	Unified cover research synthesis: existing-research inventory (landed vs aspirational), 4-level L1 Brand->L5 Platform uniqueness model (reconciles manga L1-L4 + book 4-slot), per-platform matrix + gap list (Kobo 3:4, audiobook 2400/3000 sq; web-revalidated 2026-07-01), free-template error-reduction playbook, teacher-vs-author byline fix (build_epub.py TEACHER_BOOKS). READ-ONLY on render code; PR #4269 owns abstract_cover_art.py/render_kdp_cover.py. Cite the audit + AUTHOR_COVER_ART_SPEC, do not fork. Build lane in section 7.	docs/authoring/BOOK_COVER_UNIFIED_RESEARCH_2026-07-01.md	docs/authoring/BOOK_COVER_UNIFIED_RESEARCH_2026-07-01.md
platform_cover_profiles	config/publishing/platform_cover_profiles.yaml	agent/platform-cover-profiles-20260701	Pearl_Dev	publishing	YES	2026-07-01	-	Per-platform cover OUTPUT profile registry (KDP/GooglePlay/Kobo/Apple/B&N/ACX/Findaway): aspect/size/format/safe-area/max-MB/launch_priority. DATA ONLY — read by exporters (lanes 3-4, after PR #4269); NOT render code. SSOT for values = docs/authoring/BOOK_COVER_UNIFIED_RESEARCH_2026-07-01.md §3/§4. Loader+validator scripts/publishing/load_cover_profiles.py; test tests/test_platform_cover_profiles.py. EDIT in place; do not fork a v2.	UNKNOWN-BACKFILL	UNKNOWN-BACKFILL
manga_bank_assembler	scripts/manga/assemble_from_bank.py	agent/manga-100pct-certification-20260703	Pearl_Architect	manga_pipeline	YES	2026-07-03	-	Deterministic offline layered panel assembly from series image bank (L0-L4, spec MANGA_LAYER_RENDER_CONTRACT_SPEC §4+§10, V5 §7). Mandatory REAL/INTERIM provenance; refuses unlabeled layers. Companion: make_object_sprite.py (INTERIM sprite derivation). Tests: scripts/manga/tests/test_assemble_from_bank.py. GPU dispatch stays with render_v5_episode.py — do not fork rendering into this tool.	UNKNOWN-BACKFILL	specs/AI_MANGA_PIPELINE_SUMMARY.md;docs/MANGA_IMPLEMENTATION_OUTLINE.md
manga_assembly_manifest_schema	schemas/manga/assembly_manifest.schema.json	agent/manga-100pct-certification-20260703	Pearl_Architect	manga_pipeline	YES	2026-07-03	-	Manifest contract for assemble_from_bank.py. provenance REAL|INTERIM mandatory per layer; bbox_pct required for L1/L2/L3; L3 z_order above_L2|below_L2 per §4.4.	UNKNOWN-BACKFILL	specs/AI_MANGA_PIPELINE_SUMMARY.md;docs/MANGA_IMPLEMENTATION_OUTLINE.md
manga_vision_conformance_audit	artifacts/qa/MANGA_VISION_CONFORMANCE_AUDIT_2026-07-03.md	agent/manga-100pct-certification-20260703	Pearl_Architect	manga_pipeline	YES	2026-07-03	docs/MANGA_RECOVERY_AUDIT.md;docs/MANGA_PIPELINE_AUDIT_2026-04-26.md	R1-R8 × six acceptance layers, 41-agent fan-out + adversarial refutation vs origin/main 7d2cdeb256. Machine TSV: artifacts/qa/manga_vision_conformance_20260703.tsv. Update by re-running the certification, never by hand-editing percentages.	artifacts/qa/MANGA_VISION_CONFORMANCE_AUDIT_2026-07-03.md	specs/AI_MANGA_PIPELINE_SUMMARY.md;docs/MANGA_IMPLEMENTATION_OUTLINE.md
manga_100pct_roadmap	docs/specs/MANGA_100PCT_PRODUCTION_ROADMAP_2026-07-03.md	agent/manga-100pct-certification-20260703	Pearl_Architect	manga_pipeline	YES	2026-07-03	-	M1-M7 execution roadmap routing existing vehicles (V2-01 B-E, Phase 2X, V5 arch, vessels). Stories-first law. NEW-ARTIFACT-JUSTIFIED: no prior doc sequences all R-axes with enforcement rails. EDIT IN PLACE.	UNKNOWN-BACKFILL	docs/specs/MANGA_100PCT_PRODUCTION_ROADMAP_2026-07-03.md;specs/AI_MANGA_PIPELINE_SUMMARY.md;docs/MANGA_IMPLEMENTATION_OUTLINE.md
manga_locale_genre_allocations	config/manga/locale_genre_allocations.yaml	M2-pending	Pearl_Research	manga_pipeline	YES	2026-07-04	-	Per-locale genre mix (research→allocation→plan R1 chain). Consumer: scripts/manga/generate_catalog_plan_from_strategic.py. Q-MANGA-01/02 defaults applied pending operator ratification. Edit in place; do not recreate.	UNKNOWN-BACKFILL	specs/AI_MANGA_PIPELINE_SUMMARY.md;docs/MANGA_IMPLEMENTATION_OUTLINE.md
manga_teacher_apparatus_per_genre	docs/research/manga_craft/teacher_apparatus_per_genre.md	M4-pending	Pearl_Research	manga_pipeline	YES	2026-07-04	-	R3 per-genre teacher apparatus map; validates 15×2 vessels; C-grade upgrades recorded. Edit in place.	docs/research/manga_craft/teacher_apparatus_per_genre.md	docs/research/manga_craft/teacher_apparatus_per_genre.md;specs/AI_MANGA_PIPELINE_SUMMARY.md;docs/MANGA_IMPLEMENTATION_OUTLINE.md
music_mode_manga_v1_spec	docs/specs/MUSIC_MODE_MANGA_V1_SPEC.md	M4-pending	Pearl_Dev	manga_pipeline	YES	2026-07-04	-	R4 music×manga V1 — applies #1580 lineage + music_brand_registry to 15 music vessels. Pilot script held on M3 Wave 1. Edit in place.	UNKNOWN-BACKFILL	docs/specs/MUSIC_MODE_MANGA_V1_SPEC.md;specs/AI_MANGA_PIPELINE_SUMMARY.md;docs/MANGA_IMPLEMENTATION_OUTLINE.md
manga_bank_contract_generator	scripts/manga/generate_bank_contracts_from_script.py	M5-prep	Pearl_Dev	manga_pipeline	YES	2026-07-04	-	Mechanical bank-contract stub generator from M3 chapter_scripts. Edit in place; GPU renders stay with render_v5_episode.py / pscli.	UNKNOWN-BACKFILL	specs/AI_MANGA_PIPELINE_SUMMARY.md;docs/MANGA_IMPLEMENTATION_OUTLINE.md
accent_beats_system_spec	specs/ACCENT_BEATS_SYSTEM_SPEC.md	-	Pearl_Architect	pearl_prime	YES	2026-07-07	-	Planner-placed sparse chapter accents (quote, encouragement, reflection question, affirmation, troubleshooting, cited evidence, author commentary §12). SPECCED only; GATE flagship-read-approved. Extends PERMISSION/mantra/INTEGRATION dormant assets; QUOTE+CITED_EVIDENCE banks sized not started. Do not fork; amend in place.	UNKNOWN-BACKFILL	specs/ACCENT_BEATS_SYSTEM_SPEC.md;docs/PEARL_PRIME_WHOLE_WORKFLOW_HARDENING_SPEC.md;docs/PEARL_PRIME_BESTSELLER_WRITING_OVERLAY_SPEC.md
author_commentary_archaeology	artifacts/research/AUTHOR_COMMENTARY_ARCHAEOLOGY_2026-07-07.md	-	Pearl_Research	pearl_prime	YES	2026-07-07	-	Witness-register prior art: teacher_wrapper vs render-glue retirement vs authored accent resurrection. Six-layer inventory.	artifacts/research/AUTHOR_COMMENTARY_ARCHAEOLOGY_2026-07-07.md	docs/PEARL_PRIME_WHOLE_WORKFLOW_HARDENING_SPEC.md;docs/PEARL_PRIME_BESTSELLER_WRITING_OVERLAY_SPEC.md
author_commentary_pilot_bank	SOURCE_OF_TRUTH/accent_banks/author_commentary/anxiety/ravi_chandra/en_US.yaml	-	Pearl_Writer	pearl_prime	YES	2026-07-13	-	7 witness-register AUTHOR_COMMENTARY atoms for ravi_chandra × anxiety pilot (was 10; 3 misfiled personal_admission/source_disclosure entries split out to author_disclosure_pilot_bank 2026-07-13). status: pilot (wired) — prior "unwired" label was stale/incorrect, corrected same date.	UNKNOWN-BACKFILL	docs/PEARL_PRIME_WHOLE_WORKFLOW_HARDENING_SPEC.md;docs/PEARL_PRIME_BESTSELLER_WRITING_OVERLAY_SPEC.md
author_disclosure_pilot_bank	SOURCE_OF_TRUTH/accent_banks/author_disclosure/anxiety/ravi_chandra/en_US.yaml	-	Pearl_Writer	pearl_prime	YES	2026-07-13	-	3 witness-register AUTHOR_DISCLOSURE atoms for ravi_chandra × anxiety pilot, split out of author_commentary_pilot_bank per ENHANCEMENT_CONTRACT_V2_WORKING_PRIORS_2026-07-13.md section 11 (AUTHOR_DISCLOSURE is a distinct craft surface from AUTHOR_COMMENTARY). status: pilot (wired) — loaded live by _load_author_disclosure(), selectable via ALL_ACCENT_CLASSES/selection pools/ACCENT_SELECTION_ORDER.	docs/ENHANCEMENT_CONTRACT_V2_WORKING_PRIORS_2026-07-13.md	docs/PEARL_PRIME_WHOLE_WORKFLOW_HARDENING_SPEC.md;docs/PEARL_PRIME_BESTSELLER_WRITING_OVERLAY_SPEC.md
author_disclosure_overthinking_bank	SOURCE_OF_TRUTH/accent_banks/author_disclosure/overthinking/ravi_chandra/en_US.yaml	-	Pearl_Writer	pearl_prime	YES	2026-07-14	-	AUTHOR_DISCLOSURE supply extension: ravi_chandra × overthinking, same author already registered for this topic in config/author_registry.yaml. Same bio_license_refs vocabulary as the anxiety pilot bank, no new claims invented. status: wired — loaded via _load_author_disclosure(), selectable via _PILOT_ACCENT_MINIMUMS floor.	docs/ENHANCEMENT_CONTRACT_V2_WORKING_PRIORS_2026-07-13.md	docs/PEARL_PRIME_WHOLE_WORKFLOW_HARDENING_SPEC.md;docs/PEARL_PRIME_BESTSELLER_WRITING_OVERLAY_SPEC.md
author_disclosure_sleep_anxiety_bank	SOURCE_OF_TRUTH/accent_banks/author_disclosure/sleep_anxiety/ravi_chandra/en_US.yaml	-	Pearl_Writer	pearl_prime	YES	2026-07-14	-	AUTHOR_DISCLOSURE supply extension: ravi_chandra × sleep_anxiety, same author already registered for this topic in config/author_registry.yaml. Same bio_license_refs vocabulary as the anxiety pilot bank, no new claims invented. status: wired — loaded via _load_author_disclosure(), selectable via _PILOT_ACCENT_MINIMUMS floor; proven end-to-end by tests/planning/test_accent_planner.py::test_gen_z_sleep_anxiety_author_disclosure_lands_without_fallback.	docs/ENHANCEMENT_CONTRACT_V2_WORKING_PRIORS_2026-07-13.md	docs/PEARL_PRIME_WHOLE_WORKFLOW_HARDENING_SPEC.md;docs/PEARL_PRIME_BESTSELLER_WRITING_OVERLAY_SPEC.md
author_disclosure_social_anxiety_bank	SOURCE_OF_TRUTH/accent_banks/author_disclosure/social_anxiety/ravi_chandra/en_US.yaml	-	Pearl_Writer	pearl_prime	YES	2026-07-14	-	AUTHOR_DISCLOSURE supply extension: ravi_chandra × social_anxiety, same author already registered for this topic in config/author_registry.yaml. Same bio_license_refs vocabulary as the anxiety pilot bank, no new claims invented. status: wired — loaded via _load_author_disclosure(), selectable via _PILOT_ACCENT_MINIMUMS floor.	docs/ENHANCEMENT_CONTRACT_V2_WORKING_PRIORS_2026-07-13.md	docs/PEARL_PRIME_WHOLE_WORKFLOW_HARDENING_SPEC.md;docs/PEARL_PRIME_BESTSELLER_WRITING_OVERLAY_SPEC.md
manga_composition_grammar	docs/specs/MANGA_COMPOSITION_GRAMMAR_SPEC.md	PR#4688;pilot PR#4689	Pearl_Research	manga_pipeline	YES	2026-07-07	-	Composition-compatibility + shot-grammar layer over MANGA_LAYER_RENDER_CONTRACT_SPEC §10: composition_meta sidecars, cropxbg_class legality, horizon-ratio grounding, contact-shadow/occluder ops, beat-to-shot-to-recipe grammar. Spec SPECCED; pilot EXECUTED-REAL (scripts/manga/composition_grammar.py + FINDINGS.md, PR#4689); assembler integration ABSENT. Edit in place; do not fork a parallel grammar or compositor spec.	UNKNOWN-BACKFILL	docs/specs/MANGA_COMPOSITION_GRAMMAR_SPEC.md;specs/AI_MANGA_PIPELINE_SUMMARY.md;docs/MANGA_IMPLEMENTATION_OUTLINE.md
capability_regression_gate	scripts/ci/check_capability_regression.py	2026-07-09	Pearl_DevOps	pearl_devops	YES	2026-07-09	-	No-lost-functions capability-regression gate (§18 dictionary-diff). Regenerates DATA_DICTIONARY at HEAD, diffs vs origin/main; a WIRED->orphan/removed transition BLOCKs without CAPABILITY-RETIREMENT-RATIFIED. Sibling of check_data_dictionary.py (shares the builder; distinct baseline-diff concern). Wired into drift-detectors.yml + run_production_readiness_gates.py gate 32. Edit in place.	docs/BESTSELLER_DRIFT_ROOT_CAUSE_2026-07-02.md	docs/agent_brief.txt;docs/specs/CANONICAL_ARTIFACTS_REGISTRY_SPEC.md
lfs_r2_offload_v1_spec	docs/specs/LFS_TO_R2_OFFLOAD_V1_SPEC.md	2026-07-09	Pearl_DevOps	pearl_devops	YES	2026-07-09	-	LFS→R2 forward-only binary offload policy. Extends scripts/artifacts/r2_sync.py (NOT PR#427). TSV manifests under artifacts/manifests/lfs_offload/; gate compat via check_render_progress_bytes.py manifest-verify + weekly deep_verify_r2_offload.py. SOURCE_OF_TRUTH/ and atoms/ NEVER move.	artifacts/audit/LFS_OFFLOAD_AUDIT_2026-07-09.md	docs/specs/LFS_TO_R2_OFFLOAD_V1_SPEC.md;scripts/artifacts/r2_sync.py;config/artifacts/r2_buckets.yaml
music_mode_anxiety_overwhelm_family_pilot_20260710	artifacts/programs/music_mode_v2_20260611/MUSIC_MODE_ANXIETY_AND_OVERWHELM_FAMILY_PILOT_20260710.md	pending-PR	Pearl_Editor + Pearl_Writer	music_mode	YES	2026-07-10	-	NEW-ARTIFACT-JUSTIFIED: intro deck/long-form are overview assets; this is the first reusable per-family musician-facing content packet (EN/JA lyrics + no-lyrics briefs + M1-M5 CTA). Amend in place; do not fork per musician.	internal Pearl Prime corpus + live repo truth only	docs/specs/MUSIC_ONBOARDING_SONG_KIT_V1_SPEC.md;config/music/song_kit_topic_families.yaml;config/music/youtube_freebie_bridge.yaml;docs/PEARL_PRIME_BESTSELLER_WRITING_OVERLAY_SPEC.md;artifacts/qa/snapshots/CANONICAL_FLAGSHIP_CH1.txt
metricool_live_transport	scripts/integrations/metricool/client.py	offline/metricool-integration-20260719	Pearl_Int	integrations	YES	2026-07-19	-	NEW-ARTIFACT-JUSTIFIED: no live HTTP transport existed; phoenix_v4 build_metricool_payload is dry-run-only and docs/metricool_utils.py is Django-coupled. Edit client.py/post.py in place; do not fork a second Metricool HTTP client.	docs/METRICOOL_API_REFERENCE.md	docs/metricool_utils.py;docs/INTEGRATION_CREDENTIALS_REGISTRY.md;config/integrations/metricool_brands.yaml
