date	branch	commit_sha	contents_summary	tar_path	tar_sha256	replay_status
2026-07-18	pearlstar_offline/lean-line-20260718	e9104455ecafc693581f190d19a0fe49477ff8fe	Wave-0 lean preservation: entrepreneurs overthinking atom repairs; check_prose_duplication; lean import/promotion scripts+tests; lean_line_*20260718 QA receipts; wave plans metadata; prompt pack 20260718_lean_line_100pct	/Users/ahjan/phoenix_workspace_archive/lean_line_v2_pilot_20260718.tgz	e77bb07e0bba74c32462097bd38a9753395aa8415f65b3d929e741ffe136ff04	HOLD-offline-no-push
2026-07-18	pearlstar_offline/lean-line-20260718	fbf3dce98f1578399513fceb180f7114a0f943b0	NEXT_BEST tip: line-edit entrepreneurs__overthinking__comparison + blind-read packet + freeze staging (not activated); parents e9104455→c58ddb22→fbf3dce98	/Users/ahjan/phoenix_workspace_archive/lean_line_v2_pilot_20260718.tgz	e77bb07e0bba74c32462097bd38a9753395aa8415f65b3d929e741ffe136ff04	HOLD-offline-no-push
2026-07-18	pearlstar_offline/lean-line-20260718	57b2a410db7116586e5b71ce77aeca85dd4b1fbd	Freeze tip: CANONICAL_LEAN_BEST_BOOK + check_lean_best_book_parity (Q-LEAN-BEST-01=A); sha256 285abbc6…	/Users/ahjan/phoenix_workspace_archive/lean_line_v2_pilot_20260718.tgz	e77bb07e0bba74c32462097bd38a9753395aa8415f65b3d929e741ffe136ff04	HOLD-offline-no-push
2026-07-18	pearlstar_offline/lean-line-20260718	2b2245c1da27dbf81605b2dd1ca729fda07cf2bd	Lane 02 source-repair scale-out: 44 English STORY the-the fixes + 3 grief place-subs; scale25 wave-bar PASS; receipt+handoff; unlocks lean-source-repair-clean	/Users/ahjan/phoenix_workspace_archive/lean_line_v2_pilot_20260718.tgz	e77bb07e0bba74c32462097bd38a9753395aa8415f65b3d929e741ffe136ff04	HOLD-offline-no-push
2026-07-18	pearlstar_offline/lean-line-20260718	de8e2e81634d074a59fc60888f9be90d1fd79b9b	Lane 03 partial: scale30 unique-PT clean through golden parity+prepublish; top-200 blocked on capacity	/Users/ahjan/phoenix_workspace_archive/lean_line_v2_pilot_20260718.tgz	e77bb07e0bba74c32462097bd38a9753395aa8415f65b3d929e741ffe136ff04	HOLD-offline-no-push
2026-07-18	pearlstar_offline/lean-line-20260718	c845ff612660af384fe78648feed040d6d44eb66	Lane 03 residual: capacity top-up ≥20 unique PT + unique-PT50 clean chord (golden+dup+import+prepublish); top-200 still blocked	/Users/ahjan/phoenix_workspace_archive/lean_line_v2_pilot_20260718.tgz	e77bb07e0bba74c32462097bd38a9753395aa8415f65b3d929e741ffe136ff04	HOLD-offline-no-push
2026-07-18	offline/oldchats-348-350-20260718	333dc7a7de668f7d79fc52a272bc877fb43f2347	Wave-0 oldchats 348-350: manga all-genres QA+repair; PearlStar mecha text/telemetry; both prompt packs; thread handoffs; config/publishing+practice_library inbox; PNGs tarred	/Users/ahjan/phoenix_workspace_archive/oldchats_348_350_renders_20260718.tgz	e8b2f17d35ac5d68786f698ee874ef1974ac06cb5ac6566d44144177b41c7f85	pushed
2026-07-18	offline/oldchats-348-350-20260718	48ec4546c713123e5db117ca2f1e688329abb4fa	Lane04 design grammars+photo_full_bleed_emotional_v1 pilot proofs; samples tarred	/Users/ahjan/phoenix_workspace_archive/oldchats_348_350_design_grammar_20260718.tgz	b37f8ba5fa3e1e993c69bf42171734f31f5cba193a3849a57c1c91777bec877b	pushed
2026-07-18	offline/oldchats-348-350-20260718	6d486730299eb2ecb6ab034a8a93daad59c61b8d	Lane03 BLOCKED: PearlStar batch stall ep001_006; smoke ep001_002 preserved	/Users/ahjan/phoenix_workspace_archive/oldchats_348_350_renders_20260718.tgz	e8b2f17d35ac5d68786f698ee874ef1974ac06cb5ac6566d44144177b41c7f85	deferred-local-land
2026-07-18	pearlstar_offline/lean-line-20260718	0417fa58283e5c39554b4aaf68e7f4258b74fd36	Lane 03 residual: capacity→205 unique PT ready + unique-PT91 clean chord (golden+dup+import+prepublish); top-200 still blocked (residual 109); GitHub-return replay note	/Users/ahjan/phoenix_workspace_archive/lean_line_v2_pilot_20260718.tgz	e77bb07e0bba74c32462097bd38a9753395aa8415f65b3d929e741ffe136ff04	HOLD-offline-no-push
2026-07-18	offline/oldchats-348-350-20260718	d8904c914835c7adae58078476d30c206396f318	Lane05 PM final audit + REPLAY_RUNBOOK + SSOT reconcile (ACTIVE/PROGRAM_STATE NOTE; CLEANUP correction)	/Users/ahjan/phoenix_workspace_archive/oldchats_348_350_renders_20260718.tgz	e8b2f17d35ac5d68786f698ee874ef1974ac06cb5ac6566d44144177b41c7f85	pushed
2026-07-19	offline/oldchats-348-350-20260718	3520eb0950bc616f343a679dfcb895b8f645806a	lane03 PATH A contact sheet metadata (2 panels)	artifacts/qa/pearlstar_v5_mecha_episode_gate_20260718/managed_batch_5to8_20260718/oldchats_348_350_lane03_managed_batch_5to8_20260718.tgz	9eed41f33380ea00cca2670d9637ce188a01e3b2f1c28663da9755adfce650e2	deferred_github_403
2026-07-19	pearlstar_offline/lean-line-20260718	7e0c9c4b5314d0fe6cf9d09240430d64894483b0	Lane 03 residual: unique-PT110 clean chord (golden+dup+import+prepublish); top-200 still blocked (residual 90); diversify/purge/synth banks	/Users/ahjan/phoenix_workspace_archive/lean_line_v2_pilot_20260718.tgz	e77bb07e0bba74c32462097bd38a9753395aa8415f65b3d929e741ffe136ff04	HOLD-offline-no-push
2026-07-19	pearlstar_offline/lean-line-20260718	93354cf6d66e0a464dbff23c8923a0201db58ced	Lane 03 COMPLETE: unique-PT200 clean chord (golden+dup+import+prepublish); lean-top200-clean; Lane 04 unlocked	/Users/ahjan/phoenix_workspace_archive/lean_line_v2_pilot_20260718.tgz	e77bb07e0bba74c32462097bd38a9753395aa8415f65b3d929e741ffe136ff04	HOLD-offline-no-push
2026-07-19	pearlstar_offline/lean-line-20260718	255af009b8db6e5d768a8178a87fca0a2dadc950	Lane 04: operator Layer-4 blind-read packet (unique-PT200); lean-read-packet-open; verdict PENDING	/Users/ahjan/phoenix_workspace_archive/lean_line_v2_pilot_20260718.tgz	e77bb07e0bba74c32462097bd38a9753395aa8415f65b3d929e741ffe136ff04	HOLD-offline-no-push
2026-07-19	pearlstar_offline/lean-line-20260718	1e390148619f10b32019e185f2441f0d7ca6cc96	Lane 03 COMPLETED: unique-PT200 clean chord (golden+dup+import+prepublish); lean-top200-clean earned; Lane04 unlock	/Users/ahjan/phoenix_workspace_archive/lean_line_v2_pilot_20260718.tgz	e77bb07e0bba74c32462097bd38a9753395aa8415f65b3d929e741ffe136ff04	HOLD-offline-no-push
2026-07-18T23:03:47Z	brand-wizard-verify-20260719	9756ebbc8890f7e9fb656ee54d1fee7238d5c454	lane03 director-page phantom-books fix: fail-closed _is_catalog_bearing + ops_url retarget brand_admin.html->brand_handoff_dashboard.html			pending
2026-07-19	brand-wizard-verify-20260719	d796e3fac58e962fb2b0a039922201cbac1cdcda	lane01 yaml-market verify: FIXED zh_CN/zh_SG market-capture collapse (BrandWizard-zh.jsx resolveOnboardingMarket); TW wizard EXECUTED-REAL PASS			pending
2026-07-19	brand-wizard-verify-20260719	9f8a857e6dcdc5fb15e98eab8df4856cf6a5d391	lane02 teacher-doctrine verify: exclusivity 409 EXECUTED-REAL; pipeline --teacher-attribution generalized FIXED + mini A/B proof; onboarding->generalized route ABSENT; full spine chord BLOCKED			pending
2026-07-19	pearlstar_offline/repo-hygiene-20260719	9dfc9399e7cc24d85a11d6fbeb5b9d372865123a	Repo hygiene: classify 37 WT (0 MERGED_DELETE); delete 18 local-merged branches; KEEP 367 no-merged + 3 -d-refused; GitHub-return runbook			HOLD-offline-no-push-deferred-403
2026-07-19	pearlstar_offline/repo-hygiene-20260719	25022a094a2102cd6c4f5454fd7bd84be796eea0	Pearl_Int: PearlStar push (hygiene+brand-wizard+lean-line) + R2 offload 13 objects (~269MiB) under offline_github_suspension/20260719	r2://phoenix-omega-artifacts/offline_github_suspension/20260719/	see MANIFEST.json	HOLD-offline-no-push-mirrored-r2-pearlstar
2026-07-19	pearlstar_offline/translation-chatgpt-zh-TW-20260719	2d86e01e89d086871165bf0e0db2bca5c2130948	zh-TW ChatGPT smoke batch1: 5 CANONICAL atoms (adhd_focus COMPRESSION/SCENE/TEACHER_DOCTRINE + mindfulness COMPRESSION/SCENE) + ingest ledger + output archive			HOLD-offline-no-push
2026-07-19	pearlstar_offline/translation-chatgpt-zh-TW-20260719	6bec9334e44d720d2645215dad372122dd914f6b	zh-TW ChatGPT batch2: mindfulness TEACHER_DOCTRINE + educators adhd_focus COMPRESSION			HOLD-offline-no-push
2026-07-19	pearlstar_offline/translation-chatgpt-zh-TW-20260719	5c2fa02d9f1068067dd11d9882aefda38b1cf29a	zh-TW ChatGPT batch3: educators/burnout/spiral CANONICAL (30 variants)			HOLD-offline-no-push
2026-07-19	pearlstar_offline/translation-chatgpt-zh-TW-20260719	3cc363d9ba865b81b2a83a2085c41600f41cd73e	zh-TW ChatGPT batch4: educators/financial_anxiety/comparison (54 variants)			HOLD-offline-no-push
2026-07-19	pearlstar_offline/catalog-plan-audit-20260719	7921cec80a95da79fbc07d61ae86dbcd5d1e11be	PLAN-completeness audit: books_matrix+manga_matrix+title_inventories+SUMMARY (14mkts×40 book brands; manga 6/14); 47MiB evidence		HOLD-offline-no-push
2026-07-19	pearlstar_offline/translation-chatgpt-zh-TW-20260719	9ae36a5b3c6f699dbd88628c71bae6cca534933f	zh-TW ChatGPT batch5: educators/financial_anxiety/false_alarm (48 variants)			HOLD-offline-no-push
2026-07-19	pearlstar_offline/translation-chatgpt-zh-TW-20260719	d970c920de6e78551593bddc6778b70fb1692f21	zh-TW ChatGPT batch6: educators/financial_anxiety/grief (36 variants)			HOLD-offline-no-push
2026-07-19	pearlstar_offline/translation-chatgpt-zh-TW-20260719	219a3aa6e1aee0cacd35bfdf9faccb6d16da8243	zh-TW TextA upgrade: mindfulness TEACHER_DOCTRINE + adhd COMPRESSION + burnout spiral			HOLD-offline-no-push
2026-07-20	pearlstar_offline/translation-qwen-zh-TW-20260719	496370aa4d835675e589cc8b4282f84faca7788b	zh-TW Qwen web PR0001-0002: corporate_managers/adhd_focus/EXERCISE (30 variants, PART1+2 reassembled)			HOLD-offline-no-push
2026-07-20	pearlstar_offline/translation-qwen-zh-TW-20260719	c55c29afd3063015f27dc3f4bcccd3e2c50cf1fd	zh-TW Qwen web PR0003-0004: corporate_managers/adhd_focus/HOOK (30 variants; 1 simp glyph s2t-fixed, register-flagged)			HOLD-offline-no-push
2026-07-20	pearlstar_offline/translation-qwen-zh-TW-20260719	851d777f69098dbd0f9d8ee58cb613f134476a83	zh-TW Qwen web PR0005-0007: corporate_managers/adhd_focus/INTEGRATION (30 variants, 3-part reassembled; 1 simp glyph s2t-fixed, flagged)			HOLD-offline-no-push
2026-07-20	pearlstar_offline/translation-qwen-zh-TW-20260719	8a5745f572a870dfbd947269e0a5dbc8bd74423f	zh-TW Qwen web PR0008: corporate_managers/adhd_focus PERMISSION+PIVOT (24 variants, 2 files, clean)			HOLD-offline-no-push
2026-07-20	agent/teacher-onboarding-lang-and-hybrid-brands-20260720	4f4750327cd91a172ede752b76470a2f3492b497	teacher onboarding i18n CJK body_prefix fix + Storyblocks social_media_bank_storyblocks_20260720 fill receipt (6 HD assets local gitignored)			HOLD-offline-no-push
2026-07-21	agent/teacher-onboarding-lang-and-hybrid-brands-20260720	ac7e8b753d8e3cadc8625fd71ca55dcf7ed4b11c	full-reqs 100%: Phase A/B/C + i18n14 + Storyblocks seed; GitHub push BLOCKED			HOLD-offline-no-push
2026-07-21	agent/social-schema-wiring-gate-20260721	52ba6fb03a3742e6438d3ced9039c175cff511f6	evergreen social atom bank: brand_id/author_id/vibe_ref schema + registry row (SOCIAL-ATOM-BANK-VIBE-01) + brand/author voice wiring in deterministic_social.py + anti-spam/rotation gate (check_social_post_variation.py, mutation-tested red/green); rebased off agent/media-bank-deterministic-assembly-20260719 via plumbing commit (original diffs drafted on unrelated agent/storyblocks-fill-social-bank-20260721, corrected); GitHub deferred per operator instruction, not attempted			pushed
