persona,topic,engine,format_id,binding_exists,arc_exists,story_count,band_counts,required_bands_missing,min_depth_satisfied,last_story_update,risk,deficit_codes
gen_z_professionals,social_anxiety,comparison,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959937.8035116,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
gen_z_professionals,social_anxiety,false_alarm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959954.7611787,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
gen_z_professionals,social_anxiety,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959971.8745701,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
gen_z_professionals,somatic_healing,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959989.9672537,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
gen_z_professionals,somatic_healing,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771960006.7523594,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,anxiety,comparison,F006,True,True,20,"{""2"": 7, ""3"": 10, ""4"": 3}","[1, 5]",True,1771879889.2705364,RED,"[""BAND_DEFICIT""]"
healthcare_rns,anxiety,false_alarm,F006,True,True,20,"{""2"": 7, ""3"": 10, ""4"": 3}","[1, 5]",True,1771879334.9956262,RED,"[""BAND_DEFICIT""]"
healthcare_rns,anxiety,grief,F006,True,True,20,"{""2"": 7, ""3"": 10, ""4"": 3}","[1, 5]",True,1771879985.3214576,RED,"[""BAND_DEFICIT""]"
healthcare_rns,anxiety,overwhelm,F006,True,True,20,"{""2"": 7, ""3"": 10, ""4"": 3}","[1, 5]",True,1771879613.3938053,RED,"[""BAND_DEFICIT""]"
healthcare_rns,anxiety,shame,F006,True,True,20,"{""2"": 7, ""3"": 10, ""4"": 3}","[1, 5]",True,1771879796.3152552,RED,"[""BAND_DEFICIT""]"
healthcare_rns,anxiety,spiral,F006,True,True,20,"{""2"": 7, ""3"": 10, ""4"": 3}","[1, 5]",True,1771879427.0257876,RED,"[""BAND_DEFICIT""]"
healthcare_rns,anxiety,watcher,F006,True,True,20,"{""2"": 7, ""3"": 10, ""4"": 3}","[1, 5]",True,1771879519.9774804,RED,"[""BAND_DEFICIT""]"
healthcare_rns,boundaries,comparison,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771968468.5621085,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,boundaries,false_alarm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771968468.563766,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,boundaries,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771968468.5656817,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,burnout,grief,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959530.7423737,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,burnout,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959554.5601532,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,burnout,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959577.7755764,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,compassion_fatigue,grief,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771968468.5671494,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,compassion_fatigue,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771968468.5688858,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,compassion_fatigue,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771968468.5702717,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,courage,false_alarm,F006,True,True,20,"{""2"": 7, ""3"": 10, ""4"": 3}","[1, 5]",True,1771880381.8909745,RED,"[""BAND_DEFICIT""]"
healthcare_rns,courage,shame,F006,True,True,20,"{""2"": 7, ""3"": 10, ""4"": 3}","[1, 5]",True,1771880478.1447759,RED,"[""BAND_DEFICIT""]"
healthcare_rns,courage,spiral,F006,True,True,20,"{""2"": 7, ""3"": 10, ""4"": 3}","[1, 5]",True,1771880796.9525144,RED,"[""BAND_DEFICIT""]"
healthcare_rns,depression,grief,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771968468.5801806,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,depression,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771968468.582083,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,depression,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771968468.583227,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,financial_anxiety,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959602.706496,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,financial_anxiety,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959625.2872581,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,financial_anxiety,spiral,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959647.3267953,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,financial_stress,overwhelm,F006,True,True,20,"{""3"": 15, ""4"": 5}","[1, 2, 5]",True,1771893585.615501,RED,"[""BAND_DEFICIT""]"
healthcare_rns,financial_stress,shame,F006,True,True,20,"{""1"": 5, ""2"": 5, ""3"": 5, ""4"": 5}",[5],True,1771893585.6166265,RED,"[""BAND_DEFICIT""]"
healthcare_rns,financial_stress,spiral,F006,True,True,20,"{""2"": 10, ""3"": 5, ""4"": 5}","[1, 5]",True,1771893585.6176846,RED,"[""BAND_DEFICIT""]"
healthcare_rns,grief,grief,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771968468.5723054,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,grief,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771968468.5737693,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,imposter_syndrome,comparison,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959668.5611854,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,imposter_syndrome,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959687.3078487,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,overthinking,false_alarm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959708.3276052,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,overthinking,spiral,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959726.8665593,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,overthinking,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959743.6169176,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,self_worth,comparison,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771968468.5751197,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,self_worth,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771968468.5773287,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,sleep_anxiety,false_alarm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959760.036444,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,sleep_anxiety,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959776.3012664,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,sleep_anxiety,spiral,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959791.7439575,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,social_anxiety,comparison,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959807.6429029,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,social_anxiety,false_alarm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959822.597825,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,social_anxiety,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959836.5473406,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,somatic_healing,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959853.0603056,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
healthcare_rns,somatic_healing,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959868.4017549,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
nyc_executives,anxiety,comparison,F006,True,False,20,"{""2"": 8, ""3"": 9, ""4"": 3}",[],True,1771893551.7687411,BLOCKER,"[""NO_ARC""]"
nyc_executives,anxiety,false_alarm,F006,True,False,20,"{""2"": 7, ""3"": 10, ""4"": 3}",[],True,1771911246.5962007,BLOCKER,"[""NO_ARC""]"
nyc_executives,anxiety,grief,F006,True,False,20,"{""2"": 7, ""3"": 10, ""4"": 3}",[],True,1771875384.5880067,BLOCKER,"[""NO_ARC""]"
nyc_executives,anxiety,overwhelm,F006,True,False,20,"{""2"": 7, ""3"": 10, ""4"": 3}",[],True,1771911246.5944824,BLOCKER,"[""NO_ARC""]"
nyc_executives,anxiety,shame,F006,True,False,20,"{""2"": 7, ""3"": 10, ""4"": 3}",[],True,1771911246.5974252,BLOCKER,"[""NO_ARC""]"
nyc_executives,anxiety,spiral,F006,True,False,25,"{""2"": 16, ""3"": 9}",[],True,1771893551.7728498,BLOCKER,"[""NO_ARC""]"
nyc_executives,anxiety,watcher,F006,True,False,25,"{""2"": 20, ""3"": 5}",[],True,1771893551.774445,BLOCKER,"[""NO_ARC""]"
nyc_executives,boundaries,comparison,F006,True,False,25,"{""2"": 20, ""3"": 5}",[],True,1771893551.775913,BLOCKER,"[""NO_ARC""]"
nyc_executives,boundaries,false_alarm,F006,True,False,25,"{""2"": 20, ""3"": 5}",[],True,1771893551.778408,BLOCKER,"[""NO_ARC""]"
nyc_executives,boundaries,shame,F006,True,True,25,"{""1"": 5, ""2"": 5, ""3"": 5, ""4"": 5, ""5"": 5}",[],True,1771893551.7797039,GREEN,[]
nyc_executives,burnout,grief,F006,True,False,0,{},[],False,,BLOCKER,"[""NO_ARC"", ""NO_STORY_POOL""]"
nyc_executives,burnout,overwhelm,F006,True,False,0,{},[],False,,BLOCKER,"[""NO_ARC"", ""NO_STORY_POOL""]"
nyc_executives,burnout,watcher,F006,True,False,0,{},[],False,,BLOCKER,"[""NO_ARC"", ""NO_STORY_POOL""]"
nyc_executives,compassion_fatigue,grief,F006,True,False,25,"{""1"": 5, ""2"": 5, ""3"": 5, ""4"": 5, ""5"": 5}",[],True,1771893551.781073,BLOCKER,"[""NO_ARC""]"
nyc_executives,compassion_fatigue,overwhelm,F006,True,False,25,"{""1"": 5, ""2"": 5, ""3"": 5, ""4"": 5, ""5"": 5}",[],True,1771893551.7825894,BLOCKER,"[""NO_ARC""]"
nyc_executives,compassion_fatigue,watcher,F006,True,False,25,"{""1"": 5, ""2"": 5, ""3"": 5, ""4"": 5, ""5"": 5}",[],True,1771893551.7855844,BLOCKER,"[""NO_ARC""]"
nyc_executives,courage,false_alarm,F006,True,False,20,"{""1"": 2, ""2"": 5, ""3"": 6, ""4"": 6, ""5"": 1}",[],True,1771893551.786884,BLOCKER,"[""NO_ARC""]"
nyc_executives,courage,shame,F006,True,False,20,"{""1"": 2, ""2"": 5, ""3"": 6, ""4"": 6, ""5"": 1}",[],True,1771893551.788037,BLOCKER,"[""NO_ARC""]"
nyc_executives,courage,spiral,F006,True,False,20,"{""1"": 2, ""2"": 5, ""3"": 6, ""4"": 6, ""5"": 1}",[],True,1771893551.7894106,BLOCKER,"[""NO_ARC""]"
nyc_executives,depression,grief,F006,True,False,20,"{""1"": 2, ""2"": 5, ""3"": 6, ""4"": 6, ""5"": 1}",[],True,1771893551.790962,BLOCKER,"[""NO_ARC""]"
nyc_executives,depression,overwhelm,F006,True,False,25,"{""2"": 4, ""3"": 14, ""4"": 7}",[],True,1771893551.7932405,BLOCKER,"[""NO_ARC""]"
nyc_executives,depression,watcher,F006,True,False,20,"{""2"": 7, ""3"": 10, ""4"": 3}",[],True,1771875462.856071,BLOCKER,"[""NO_ARC""]"
nyc_executives,financial_anxiety,overwhelm,F006,True,False,0,{},[],False,,BLOCKER,"[""NO_ARC"", ""NO_STORY_POOL""]"
nyc_executives,financial_anxiety,shame,F006,True,False,0,{},[],False,,BLOCKER,"[""NO_ARC"", ""NO_STORY_POOL""]"
nyc_executives,financial_anxiety,spiral,F006,True,False,0,{},[],False,,BLOCKER,"[""NO_ARC"", ""NO_STORY_POOL""]"
nyc_executives,financial_stress,overwhelm,F006,True,False,25,"{""2"": 3, ""3"": 14, ""4"": 8}",[],True,1771893551.7953007,BLOCKER,"[""NO_ARC""]"
nyc_executives,financial_stress,shame,F006,True,False,25,"{""2"": 3, ""3"": 14, ""4"": 8}",[],True,1771893551.797271,BLOCKER,"[""NO_ARC""]"
nyc_executives,financial_stress,spiral,F006,True,False,25,"{""2"": 3, ""3"": 14, ""4"": 8}",[],True,1771893551.7990108,BLOCKER,"[""NO_ARC""]"
nyc_executives,grief,grief,F006,True,False,25,"{""1"": 5, ""2"": 5, ""3"": 5, ""4"": 5, ""5"": 5}",[],True,1771893551.800594,BLOCKER,"[""NO_ARC""]"
nyc_executives,grief,watcher,F006,True,False,25,"{""1"": 5, ""2"": 5, ""3"": 5, ""4"": 5, ""5"": 5}",[],True,1771893551.8021162,BLOCKER,"[""NO_ARC""]"
nyc_executives,imposter_syndrome,comparison,F006,True,False,0,{},[],False,,BLOCKER,"[""NO_ARC"", ""NO_STORY_POOL""]"
nyc_executives,imposter_syndrome,shame,F006,True,False,0,{},[],False,,BLOCKER,"[""NO_ARC"", ""NO_STORY_POOL""]"
nyc_executives,overthinking,false_alarm,F006,True,False,0,{},[],False,,BLOCKER,"[""NO_ARC"", ""NO_STORY_POOL""]"
nyc_executives,overthinking,spiral,F006,True,False,0,{},[],False,,BLOCKER,"[""NO_ARC"", ""NO_STORY_POOL""]"
nyc_executives,overthinking,watcher,F006,True,False,0,{},[],False,,BLOCKER,"[""NO_ARC"", ""NO_STORY_POOL""]"
nyc_executives,self_worth,comparison,F006,True,False,25,"{""1"": 5, ""2"": 5, ""3"": 5, ""4"": 5, ""5"": 5}",[],True,1771893551.8058376,BLOCKER,"[""NO_ARC""]"
nyc_executives,self_worth,shame,F006,True,True,20,"{""1"": 5, ""2"": 5, ""4"": 3, ""5"": 2, ""3"": 5}",[],True,1771915694.4885545,GREEN,[]
nyc_executives,sleep_anxiety,false_alarm,F006,True,False,0,{},[],False,,BLOCKER,"[""NO_ARC"", ""NO_STORY_POOL""]"
nyc_executives,sleep_anxiety,overwhelm,F006,True,False,0,{},[],False,,BLOCKER,"[""NO_ARC"", ""NO_STORY_POOL""]"
nyc_executives,sleep_anxiety,spiral,F006,True,False,0,{},[],False,,BLOCKER,"[""NO_ARC"", ""NO_STORY_POOL""]"
nyc_executives,social_anxiety,comparison,F006,True,False,0,{},[],False,,BLOCKER,"[""NO_ARC"", ""NO_STORY_POOL""]"
nyc_executives,social_anxiety,false_alarm,F006,True,False,0,{},[],False,,BLOCKER,"[""NO_ARC"", ""NO_STORY_POOL""]"
nyc_executives,social_anxiety,shame,F006,True,False,0,{},[],False,,BLOCKER,"[""NO_ARC"", ""NO_STORY_POOL""]"
nyc_executives,somatic_healing,overwhelm,F006,True,False,0,{},[],False,,BLOCKER,"[""NO_ARC"", ""NO_STORY_POOL""]"
nyc_executives,somatic_healing,watcher,F006,True,False,0,{},[],False,,BLOCKER,"[""NO_ARC"", ""NO_STORY_POOL""]"
